,campaign_name,adset_name,Region,Age Range,TargetAudience
18880,USP Study Abroad_Generic_240224,All India Event page view_290224,nan,,
18881,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
18882,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA All India - 240224,"India excl AP,KA,TM,TL",23-30,Abroad and Business&Marketing
18883,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
18884,USP Study Abroad_Generic_240224,All India New enquiry list REM_290224,nan,,
18885,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Related To Study In US [ 31st Oct ],nan,,
18886,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18887,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
18888,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA AP&TS - 240224,India: Andhra Pradesh; Telangana,23-30,Abroad and Business&Marketing
18889,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
18890,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
18891,USP_MS + Coop Campaign_240224,MS + Coop AP&TS Ad set - 240224,India: Andhra Pradesh; Telangana,24-30,CSE
18892,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
18893,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
18894,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18895,USP Study Abroad_Generic_240224,Top 4 states focusing on Uni Ad Set_060324,nan,,
18896,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
18897,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
18898,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
18899,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
18900,USP_MS + Coop Campaign_240224,MS + Coop All India Ad set - 240224,"India excl AP,KA,TM,TL",24-30,CSE
18901,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
18902,USP Study Abroad_Generic_240224,All India Event page view_290224,nan,,
18903,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18904,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18905,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
18906,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
18907,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA All India - 240224,"India excl AP,KA,TM,TL",23-30,Abroad and Business&Marketing
18908,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18909,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18910,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
18911,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Focusing On University [ 4th Nov ],nan,,
18912,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
18913,USP Study Abroad_Generic_240224,All India Event page view_290224,nan,,
18914,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
18915,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
18916,USP Study Abroad_Generic_240224,Top 4 states focusing on Uni Ad Set_060324,nan,,
18917,USP Study Abroad_Generic_240224,Top 4 states focusing on Uni Ad Set_060324,nan,,
18918,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,Entrance Exam [ 31st Oct ],nan,,
18919,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
18920,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA KA&TN - 240224,India: Karnataka; Tamil Nadu,23-30,Abroad and Business&Marketing
18921,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Related To Study In US [ 31st Oct ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18922,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Entrance Exam [ 31st Oct ],nan,,
18923,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Focusing On University [ 4th Nov ],nan,,
18924,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
18925,USP_Program_Higher Intent_No Logic_South-states_220124,Entrance Exam_South-states,India: Andhra Pradesh; Telangana,25-30,Exclude: Gen_HSPass LangTests and PostGrad
18926,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18927,USP_Program_Lead-gen_3_Co-op_140223,Location-APTS_Combined_Targeting,nan,,
18928,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
18929,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
18930,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
18931,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
18932,USP_Program_More-Volume_No Logic_India_220124,Entrance Exam_India,"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
18933,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
18934,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
18935,USP_Webinar_070324,All India Study abroad Interest 070324,India,24-32,Abroad
18936,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
18937,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18938,USP_MS + Coop Campaign_240224,MS + Coop AP&TS Ad set - 240224,India: Andhra Pradesh; Telangana,24-30,CSE
18939,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18940,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
18941,USP_Video_More_Volume_No Logic_India_New Link,Related To Study In US,India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18942,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
18943,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
18944,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
18945,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
18946,USP_Video_More_Volume_No Logic_India_New Link,Entrance Exam,India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
18947,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18948,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18949,USP_Program_More-Volume_No Logic_India_220124,Entrance Exam_India,"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
18950,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Entrance Exam [ 7th Dec ],"India excl AP,KA,TM,TL",25-30,Exclude: Gen_HSPass LangTests and PostGrad
18951,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
18952,USP_Program_Higher Intent_No Logic_India_220124,Entrance Exam_India,"India excl AP,KA,TM,TL",25-30,Exclude: Gen_HSPass LangTests and PostGrad
18953,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
18954,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
18955,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18956,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Related To Study In US [ 31st Oct ],nan,,
18957,USP_Program_More-Volume_No Logic_India_220124,Entrance Exam_India,"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
18958,USP_Program_More-volume_With-Logic_South-states_220124,Entrance Exam_South States,India: Andhra Pradesh; Telangana,25-30,Exclude: Gen_HSPass LangTests and PostGrad
18959,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
18960,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18961,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
18962,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
18963,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
18964,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18965,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
18966,USP_Program_Higher Intent_No Logic_South-states_220124,Focusing On University_South-states,India: Andhra Pradesh; Telangana,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
18967,USP_Program_Higher Intent_No Logic_South-states_220124,Focusing On University_South-states,India: Andhra Pradesh; Telangana,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
18968,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
18969,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Entrance Exam [ 31st Oct ],nan,,
18970,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
18971,USP_Program_Higher Intent_No Logic_South-states_220124,Entrance Exam_South-states,India: Andhra Pradesh; Telangana,25-30,Exclude: Gen_HSPass LangTests and PostGrad
18972,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18973,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18974,USP_Webinar_070324,All India Study abroad Interest 070324,India,24-32,Abroad
18975,USP_Program_Lead-gen_3_Co-op_140223,India_Ex-APTNTSKA_Combined_Targeting,nan,,
18976,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
18977,USP_Program_Higher Intent_No Logic_South-states_220124,Entrance Exam_South-states,India: Andhra Pradesh; Telangana,25-30,Exclude: Gen_HSPass LangTests and PostGrad
18978,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
18979,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Related To Study In US [ 31st Oct ],nan,,
18980,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
18981,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
18982,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
18983,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA AP&TS - 240224,India: Andhra Pradesh; Telangana,23-30,Abroad and Business&Marketing
18984,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
18985,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
18986,USP_COOP-Drexel_More_Volume_No Logic_India_240124,Open Targeting - Advantage+ audience,India,25 - 30,
18987,USP_Program_More-volume_With-Logic_South-states_220124,Open Targeting - Advantage+ audience_South-states,India: Andhra Pradesh; Telangana,25 - 30,
18988,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Related To Study In US [ 31st Oct ],nan,,
18989,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_KATNTSAP,India: Andhra Pradesh; Karnataka; Tamil Nadu; Telangana,24-30,CSE
18990,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
18991,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
18992,USP_Program_More-Volume_No Logic_India_220124,Related To Study In US_India,India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
18993,USP_Program_Higher Intent_No Logic_South-states_220124,Related To Study In US_South-states,India: Andhra Pradesh; Telangana,25-30,Exclude: Gen_HSPass Abroad and PostGrad
18994,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA AP&TS - 240224,India: Andhra Pradesh; Telangana,23-30,Abroad and Business&Marketing
18995,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA All India - 240224,"India excl AP,KA,TM,TL",23-30,Abroad and Business&Marketing
18996,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
18997,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA KA&TN - 240224,India: Karnataka; Tamil Nadu,23-30,Abroad and Business&Marketing
18998,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
18999,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19000,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
19001,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
19002,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,Focusing On University [ 23rd Nov ],"India excl AP,KA,TM,TL",25-30,Exclude: Gen_HSPass AvailUni and PostGrad
19003,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
19004,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Entrance Exam [ 31st Oct ],nan,,
19005,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
19006,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
19007,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
19008,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
19009,USP_Program_More-volume_With-Logic_India_220124,Open Targeting - Advantage+ audience_India,nan,,
19010,USP_Video_More_Volume_No Logic_India_New Link,Entrance Exam,India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
19011,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
19012,USP_COOP-Drexel_More_Volume_No Logic_India_240124,Entrance Exam,India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
19013,USP_Video_More_Volume_No Logic_India_New Link,Entrance Exam,India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
19014,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
19015,USP_Program_Higher Intent_No Logic_South-states_220124,Entrance Exam_South-states,India: Andhra Pradesh; Telangana,25-30,Exclude: Gen_HSPass LangTests and PostGrad
19016,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
19017,USP_Program_Lead-gen_2_Generic_140223,Location-APTS_Combined_Targeting,nan,,
19018,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Related To Study In US [ 31st Oct ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
19019,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19020,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA KA&TN - 240224,India: Karnataka; Tamil Nadu,23-30,Abroad and Business&Marketing
19021,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA KA&TN - 240224,India: Karnataka; Tamil Nadu,23-30,Abroad and Business&Marketing
19022,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19023,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
19024,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
19025,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19026,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA AP&TS - 240224,India: Andhra Pradesh; Telangana,23-30,Abroad and Business&Marketing
19027,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19028,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
19029,USP_MS + Coop Campaign_240224,MS + Coop All India Ad set - 240224,"India excl AP,KA,TM,TL",24-30,CSE
19030,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
19031,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,Related To Study In US [ 31st Oct ],nan,,
19032,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Entrance Exam [ 31st Oct ],nan,,
19033,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,Related To Study In US [ 31st Oct ],nan,,
19034,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA All India - 240224,"India excl AP,KA,TM,TL",23-30,Abroad and Business&Marketing
19035,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
19036,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19037,USP Study Abroad_Generic_240224,All India New enquiry list REM_290224,nan,,
19038,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
19039,USP Study Abroad_Generic_240224,All India New enquiry list REM_290224,nan,,
19040,USP Study Abroad_Generic_240224,All India Event page view_290224,nan,,
19041,USP Study Abroad_Generic_240224,All India Event page view_290224,nan,,
19042,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA All India - 240224,"India excl AP,KA,TM,TL",23-30,Abroad and Business&Marketing
19043,USP Study Abroad_Generic_240224,All India Event page view_290224,nan,,
19044,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
19045,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA KA&TN - 240224,India: Karnataka; Tamil Nadu,23-30,Abroad and Business&Marketing
19046,USP_MS + Coop Campaign_240224,MS + Coop All India Ad set - 240224,"India excl AP,KA,TM,TL",24-30,CSE
19047,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
19048,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19049,USP_Webinar_070324,All India Study abroad Interest 070324,India,24-32,Abroad
19050,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Related To Study In US [ 31st Oct ],nan,,
19051,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
19052,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
19053,USP Study Abroad_Generic_240224,All India Event page view_290224,nan,,
19054,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
19055,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19056,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
19057,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
19058,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19059,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Focusing On University [ 4th Nov ],nan,,
19060,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
19061,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
19062,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
19063,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
19064,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19065,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
19066,USP_Video_More_Volume_No Logic_India_New Link,Related To Study In US,India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
19067,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
19068,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
19069,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
19070,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
19071,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
19072,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
19073,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
19074,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
19075,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Related To Study In US [ 31st Oct ],nan,,
19076,USP_Program_More-Volume_No Logic_India_220124,Related To Study In US_India,India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
19077,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
19078,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
19079,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_KATNTSAP,India: Andhra Pradesh; Karnataka; Tamil Nadu; Telangana,24-30,CSE
19080,USP_COOP-Drexel_More_Volume_No Logic_India_240124,Entrance Exam,India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
19081,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
19082,USP_Program_Lead-gen_3_Co-op_140223,Location-APTS_Combined_Targeting,nan,,
19083,USP_Program_Lead-gen_3_Co-op_140223,Location-APTS_Combined_Targeting,nan,,
19084,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA All India - 240224,"India excl AP,KA,TM,TL",23-30,Abroad and Business&Marketing
19085,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
19086,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
19087,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
19089,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
19090,USP_MS + Coop Campaign_240224,MS + Coop All India Ad set - 240224,"India excl AP,KA,TM,TL",24-30,CSE
19091,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
19092,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Related To Study In US [ 31st Oct ],nan,,
19093,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19094,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
19095,USP_Program_Higher Intent_No Logic_South-states_220124,Entrance Exam_South-states,India: Andhra Pradesh; Telangana,25-30,Exclude: Gen_HSPass LangTests and PostGrad
19096,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Entrance Exam [ 31st Oct ],nan,,
19097,USP_Program_More-Volume_No Logic_India_220124,Related To Study In US_India,India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
19098,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
19099,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
19100,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,Entrance Exam [ 31st Oct ],nan,,
19101,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA All India - 240224,"India excl AP,KA,TM,TL",23-30,Abroad and Business&Marketing
19102,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,Focusing On University [ 4th Nov ],nan,,
19103,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
19104,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,Entrance Exam [ 31st Oct ],nan,,
19105,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
19106,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA KA&TN - 240224,India: Karnataka; Tamil Nadu,23-30,Abroad and Business&Marketing
